id,labels,properties
47,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3300851,44.5010589,11.3300851,44.5010589],\""latitude\"":44.5010589,\""lon\"":11.3300851,\""x\"":\""11.3300851\"",\""y\"":\""44.5010589\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5010589,\""longitude\"":11.3300851,\""height\"":null},\""geometry\"":\""POINT(11.3300851 44.5010589)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734651\"",\""street_count\"":\""3\"",\""lat\"":44.5010589,\""longitude\"":11.3300851}"
48,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3302158,44.5009316,11.3302158,44.5009316],\""latitude\"":44.5009316,\""lon\"":11.3302158,\""x\"":\""11.3302158\"",\""y\"":\""44.5009316\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5009316,\""longitude\"":11.3302158,\""height\"":null},\""geometry\"":\""POINT(11.3302158 44.5009316)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734919\"",\""street_count\"":\""4\"",\""lat\"":44.5009316,\""longitude\"":11.3302158}"
49,[RouteNode],"{\""componentId\"":49,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5022845,\""lon\"":11.332998,\""x\"":\""11.332998\"",\""y\"":\""44.5022845\"",\""geometry\"":\""POINT(11.332998 44.5022845)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5022845,\""longitude\"":11.332998,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""250734920\"",\""highway\"":\""traffic_signals\"",\""street_count\"":\""2\"",\""lat\"":44.5022845,\""longitude\"":11.332998}"
50,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3348233,44.5032465,11.3348233,44.5032465],\""latitude\"":44.5032465,\""lon\"":11.3348233,\""x\"":\""11.3348233\"",\""y\"":\""44.5032465\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5032465,\""longitude\"":11.3348233,\""height\"":null},\""geometry\"":\""POINT(11.3348233 44.5032465)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734921\"",\""street_count\"":\""4\"",\""lat\"":44.5032465,\""longitude\"":11.3348233}"
51,[RouteNode],"{\""componentId\"":51,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5055932,\""lon\"":11.3395402,\""x\"":\""11.3395402\"",\""y\"":\""44.5055932\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5055932,\""longitude\"":11.3395402,\""height\"":null},\""geometry\"":\""POINT(11.3395402 44.5055932)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""250734923\"",\""street_count\"":\""2\"",\""lat\"":44.5055932,\""longitude\"":11.3395402}"
52,[RouteNode],"{\""componentId\"":52,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5054177,\""lon\"":11.3412064,\""x\"":\""11.3412064\"",\""y\"":\""44.5054177\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5054177,\""longitude\"":11.3412064,\""height\"":null},\""geometry\"":\""POINT(11.3412064 44.5054177)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""250734924\"",\""highway\"":\""traffic_signals\"",\""street_count\"":\""2\"",\""lat\"":44.5054177,\""longitude\"":11.3412064}"
53,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3414337,44.50538,11.3414337,44.50538],\""latitude\"":44.50538,\""lon\"":11.3414337,\""x\"":\""11.3414337\"",\""y\"":\""44.50538\"",\""geometry\"":\""POINT(11.3414337 44.50538)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.50538,\""longitude\"":11.3414337,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734925\"",\""highway\"":\""traffic_signals\"",\""street_count\"":\""4\"",\""lat\"":44.50538,\""longitude\"":11.3414337}"
54,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3395453,44.5022568,11.3395453,44.5022568],\""latitude\"":44.5022568,\""lon\"":11.3395453,\""x\"":\""11.3395453\"",\""y\"":\""44.5022568\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5022568,\""longitude\"":11.3395453,\""height\"":null},\""geometry\"":\""POINT(11.3395453 44.5022568)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734965\"",\""highway\"":\""crossing\"",\""street_count\"":\""4\"",\""lat\"":44.5022568,\""longitude\"":11.3395453}"
55,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3395682,44.5020363,11.3395682,44.5020363],\""latitude\"":44.5020363,\""lon\"":11.3395682,\""x\"":\""11.3395682\"",\""y\"":\""44.5020363\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5020363,\""longitude\"":11.3395682,\""height\"":null},\""geometry\"":\""POINT(11.3395682 44.5020363)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734967\"",\""street_count\"":\""3\"",\""lat\"":44.5020363,\""longitude\"":11.3395682}"
56,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.33969,44.5019279,11.33969,44.5019279],\""latitude\"":44.5019279,\""lon\"":11.33969,\""x\"":\""11.33969\"",\""y\"":\""44.5019279\"",\""geometry\"":\""POINT(11.33969 44.5019279)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5019279,\""longitude\"":11.33969,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734968\"",\""street_count\"":\""2\"",\""lat\"":44.5019279,\""longitude\"":11.33969}"
57,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3399099,44.5018645,11.3399099,44.5018645],\""latitude\"":44.5018645,\""lon\"":11.3399099,\""x\"":\""11.3399099\"",\""y\"":\""44.5018645\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5018645,\""longitude\"":11.3399099,\""height\"":null},\""geometry\"":\""POINT(11.3399099 44.5018645)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734969\"",\""street_count\"":\""2\"",\""lat\"":44.5018645,\""longitude\"":11.3399099}"
58,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3401465,44.5018955,11.3401465,44.5018955],\""latitude\"":44.5018955,\""lon\"":11.3401465,\""x\"":\""11.3401465\"",\""y\"":\""44.5018955\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5018955,\""longitude\"":11.3401465,\""height\"":null},\""geometry\"":\""POINT(11.3401465 44.5018955)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734970\"",\""street_count\"":\""3\"",\""lat\"":44.5018955,\""longitude\"":11.3401465}"
59,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3401859,44.5019116,11.3401859,44.5019116],\""latitude\"":44.5019116,\""lon\"":11.3401859,\""x\"":\""11.3401859\"",\""y\"":\""44.5019116\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5019116,\""longitude\"":11.3401859,\""height\"":null},\""geometry\"":\""POINT(11.3401859 44.5019116)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734971\"",\""street_count\"":\""3\"",\""lat\"":44.5019116,\""longitude\"":11.3401859}"
60,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.340362,44.5020789,11.340362,44.5020789],\""latitude\"":44.5020789,\""lon\"":11.340362,\""x\"":\""11.340362\"",\""y\"":\""44.5020789\"",\""geometry\"":\""POINT(11.340362 44.5020789)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5020789,\""longitude\"":11.340362,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734972\"",\""highway\"":\""crossing\"",\""street_count\"":\""4\"",\""lat\"":44.5020789,\""longitude\"":11.340362}"
61,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3403731,44.5021079,11.3403731,44.5021079],\""latitude\"":44.5021079,\""lon\"":11.3403731,\""x\"":\""11.3403731\"",\""y\"":\""44.5021079\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5021079,\""longitude\"":11.3403731,\""height\"":null},\""geometry\"":\""POINT(11.3403731 44.5021079)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734973\"",\""street_count\"":\""2\"",\""lat\"":44.5021079,\""longitude\"":11.3403731}"
62,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3403091,44.5023375,11.3403091,44.5023375],\""latitude\"":44.5023375,\""lon\"":11.3403091,\""x\"":\""11.3403091\"",\""y\"":\""44.5023375\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5023375,\""longitude\"":11.3403091,\""height\"":null},\""geometry\"":\""POINT(11.3403091 44.5023375)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734974\"",\""street_count\"":\""3\"",\""lat\"":44.5023375,\""longitude\"":11.3403091}"
63,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3398184,44.5024569,11.3398184,44.5024569],\""latitude\"":44.5024569,\""lon\"":11.3398184,\""x\"":\""11.3398184\"",\""y\"":\""44.5024569\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5024569,\""longitude\"":11.3398184,\""height\"":null},\""geometry\"":\""POINT(11.3398184 44.5024569)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734977\"",\""street_count\"":\""3\"",\""lat\"":44.5024569,\""longitude\"":11.3398184}"
64,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3395937,44.5023319,11.3395937,44.5023319],\""latitude\"":44.5023319,\""lon\"":11.3395937,\""x\"":\""11.3395937\"",\""y\"":\""44.5023319\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5023319,\""longitude\"":11.3395937,\""height\"":null},\""geometry\"":\""POINT(11.3395937 44.5023319)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250734978\"",\""street_count\"":\""2\"",\""lat\"":44.5023319,\""longitude\"":11.3395937}"
65,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3404917,44.5089583,11.3404917,44.5089583],\""latitude\"":44.5089583,\""lon\"":11.3404917,\""x\"":\""11.3404917\"",\""y\"":\""44.5089583\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5089583,\""longitude\"":11.3404917,\""height\"":null},\""geometry\"":\""POINT(11.3404917 44.5089583)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761694\"",\""street_count\"":\""4\"",\""lat\"":44.5089583,\""longitude\"":11.3404917}"
66,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3505273,44.5076467,11.3505273,44.5076467],\""latitude\"":44.5076467,\""lon\"":11.3505273,\""x\"":\""11.3505273\"",\""y\"":\""44.5076467\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5076467,\""longitude\"":11.3505273,\""height\"":null},\""geometry\"":\""POINT(11.3505273 44.5076467)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761695\"",\""street_count\"":\""3\"",\""lat\"":44.5076467,\""longitude\"":11.3505273}"
67,[RouteNode],"{\""componentId\"":67,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5109683,\""lon\"":11.3472813,\""x\"":\""11.3472813\"",\""y\"":\""44.5109683\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5109683,\""longitude\"":11.3472813,\""height\"":null},\""geometry\"":\""POINT(11.3472813 44.5109683)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""250761772\"",\""highway\"":\""traffic_signals\"",\""street_count\"":\""4\"",\""lat\"":44.5109683,\""longitude\"":11.3472813}"
68,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3489679,44.5119756,11.3489679,44.5119756],\""latitude\"":44.5119756,\""lon\"":11.3489679,\""x\"":\""11.3489679\"",\""y\"":\""44.5119756\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5119756,\""longitude\"":11.3489679,\""height\"":null},\""geometry\"":\""POINT(11.3489679 44.5119756)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761876\"",\""street_count\"":\""2\"",\""lat\"":44.5119756,\""longitude\"":11.3489679}"
69,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3491314,44.5123872,11.3491314,44.5123872],\""latitude\"":44.5123872,\""lon\"":11.3491314,\""x\"":\""11.3491314\"",\""y\"":\""44.5123872\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5123872,\""longitude\"":11.3491314,\""height\"":null},\""geometry\"":\""POINT(11.3491314 44.5123872)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761877\"",\""street_count\"":\""2\"",\""lat\"":44.5123872,\""longitude\"":11.3491314}"
70,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3492431,44.5128816,11.3492431,44.5128816],\""latitude\"":44.5128816,\""lon\"":11.3492431,\""x\"":\""11.3492431\"",\""y\"":\""44.5128816\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5128816,\""longitude\"":11.3492431,\""height\"":null},\""geometry\"":\""POINT(11.3492431 44.5128816)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761878\"",\""street_count\"":\""2\"",\""lat\"":44.5128816,\""longitude\"":11.3492431}"
71,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3494657,44.51323,11.3494657,44.51323],\""latitude\"":44.51323,\""lon\"":11.3494657,\""x\"":\""11.3494657\"",\""y\"":\""44.51323\"",\""geometry\"":\""POINT(11.3494657 44.51323)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.51323,\""longitude\"":11.3494657,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761879\"",\""street_count\"":\""2\"",\""lat\"":44.51323,\""longitude\"":11.3494657}"
72,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3483923,44.5079046,11.3483923,44.5079046],\""latitude\"":44.5079046,\""lon\"":11.3483923,\""x\"":\""11.3483923\"",\""y\"":\""44.5079046\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5079046,\""longitude\"":11.3483923,\""height\"":null},\""geometry\"":\""POINT(11.3483923 44.5079046)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761907\"",\""street_count\"":\""3\"",\""lat\"":44.5079046,\""longitude\"":11.3483923}"
73,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3494888,44.5077656,11.3494888,44.5077656],\""latitude\"":44.5077656,\""lon\"":11.3494888,\""x\"":\""11.3494888\"",\""y\"":\""44.5077656\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5077656,\""longitude\"":11.3494888,\""height\"":null},\""geometry\"":\""POINT(11.3494888 44.5077656)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761922\"",\""street_count\"":\""3\"",\""lat\"":44.5077656,\""longitude\"":11.3494888}"
74,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3504723,44.5115064,11.3504723,44.5115064],\""latitude\"":44.5115064,\""lon\"":11.3504723,\""x\"":\""11.3504723\"",\""y\"":\""44.5115064\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5115064,\""longitude\"":11.3504723,\""height\"":null},\""geometry\"":\""POINT(11.3504723 44.5115064)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761923\"",\""street_count\"":\""5\"",\""lat\"":44.5115064,\""longitude\"":11.3504723}"
75,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.348118,44.510859,11.348118,44.510859],\""latitude\"":44.510859,\""lon\"":11.348118,\""x\"":\""11.348118\"",\""y\"":\""44.510859\"",\""geometry\"":\""POINT(11.348118 44.510859)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.510859,\""longitude\"":11.348118,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761932\"",\""highway\"":\""traffic_signals\"",\""street_count\"":\""4\"",\""lat\"":44.510859,\""longitude\"":11.348118}"
76,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3491071,44.5107281,11.3491071,44.5107281],\""latitude\"":44.5107281,\""lon\"":11.3491071,\""x\"":\""11.3491071\"",\""y\"":\""44.5107281\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5107281,\""longitude\"":11.3491071,\""height\"":null},\""geometry\"":\""POINT(11.3491071 44.5107281)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761933\"",\""street_count\"":\""4\"",\""lat\"":44.5107281,\""longitude\"":11.3491071}"
77,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3502006,44.5105719,11.3502006,44.5105719],\""latitude\"":44.5105719,\""lon\"":11.3502006,\""x\"":\""11.3502006\"",\""y\"":\""44.5105719\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5105719,\""longitude\"":11.3502006,\""height\"":null},\""geometry\"":\""POINT(11.3502006 44.5105719)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761934\"",\""highway\"":\""traffic_signals\"",\""street_count\"":\""4\"",\""lat\"":44.5105719,\""longitude\"":11.3502006}"
78,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3512578,44.5104345,11.3512578,44.5104345],\""latitude\"":44.5104345,\""lon\"":11.3512578,\""x\"":\""11.3512578\"",\""y\"":\""44.5104345\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5104345,\""longitude\"":11.3512578,\""height\"":null},\""geometry\"":\""POINT(11.3512578 44.5104345)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761935\"",\""street_count\"":\""4\"",\""lat\"":44.5104345,\""longitude\"":11.3512578}"
79,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3564248,44.5097152,11.3564248,44.5097152],\""latitude\"":44.5097152,\""lon\"":11.3564248,\""x\"":\""11.3564248\"",\""y\"":\""44.5097152\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5097152,\""longitude\"":11.3564248,\""height\"":null},\""geometry\"":\""POINT(11.3564248 44.5097152)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761941\"",\""highway\"":\""traffic_signals\"",\""street_count\"":\""5\"",\""lat\"":44.5097152,\""longitude\"":11.3564248}"
80,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3455547,44.5090909,11.3455547,44.5090909],\""latitude\"":44.5090909,\""lon\"":11.3455547,\""x\"":\""11.3455547\"",\""y\"":\""44.5090909\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5090909,\""longitude\"":11.3455547,\""height\"":null},\""geometry\"":\""POINT(11.3455547 44.5090909)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761954\"",\""street_count\"":\""4\"",\""lat\"":44.5090909,\""longitude\"":11.3455547}"
81,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3485901,44.5086775,11.3485901,44.5086775],\""latitude\"":44.5086775,\""lon\"":11.3485901,\""x\"":\""11.3485901\"",\""y\"":\""44.5086775\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5086775,\""longitude\"":11.3485901,\""height\"":null},\""geometry\"":\""POINT(11.3485901 44.5086775)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761956\"",\""street_count\"":\""4\"",\""lat\"":44.5086775,\""longitude\"":11.3485901}"
82,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3496791,44.5085269,11.3496791,44.5085269],\""latitude\"":44.5085269,\""lon\"":11.3496791,\""x\"":\""11.3496791\"",\""y\"":\""44.5085269\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5085269,\""longitude\"":11.3496791,\""height\"":null},\""geometry\"":\""POINT(11.3496791 44.5085269)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761957\"",\""street_count\"":\""4\"",\""lat\"":44.5085269,\""longitude\"":11.3496791}"
83,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3507347,44.5083784,11.3507347,44.5083784],\""latitude\"":44.5083784,\""lon\"":11.3507347,\""x\"":\""11.3507347\"",\""y\"":\""44.5083784\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5083784,\""longitude\"":11.3507347,\""height\"":null},\""geometry\"":\""POINT(11.3507347 44.5083784)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""250761958\"",\""highway\"":\""traffic_signals\"",\""street_count\"":\""4\"",\""lat\"":44.5083784,\""longitude\"":11.3507347}"
